gene,CGI_chr,CGI_start,CGI_end,mean_recurrence,meth_vs_exp_R_mean,meth_vs_exp_maxPvalue,age_vs_exp_R,age_vs_exp_Pvalue,WGBS_log2FC,WGBS_-log10(Pvalue),UCSC_CpG_Islands_Name,cpgs
YME1L1,chr10,27154101,27154476,0.011593242795627692,0.02362753393974187,366.1877747570277,-0.22832961935212148,1.492817983013411e-06,1.278467094402968,1.279789710672277,chr10:27443030-27443405,"['cg03183877', 'cg02094388', 'cg08905758']"
LCORL,chr4,18020812,18022650,0.020867837032129844,-0.0796339392203366,3.110293440334753,-0.02238745036368982,3677.6091010169775,0.1396590285938496,3.4548759472582997,chr4:18022435-18024273,"['cg10582946', 'cg04541695', 'cg16659246']"
RELL1,chr4,37685779,37686991,0.006624710168930109,-0.07774215521846158,1.4507276926511683e-09,-0.15127922358612794,0.20427405996596884,0.3244886667785341,1.3482176553963476,chr4:37687401-37688613,['cg01085265']
DNTTIP1,chr20,45791858,45792229,0.03500055205918074,0.061009976295373636,2969.1465126082485,-0.2916304487299561,1.9629163734890506e-12,-1.13011065736672,0.2174178052355712,chr20:44420497-44420868,"['cg15344410', 'cg14780681', 'cg25769883', 'cg01905774', 'cg24799514', 'cg26540123']"
RAB3IP,chr12,69738560,69739779,0.026001987413050678,-0.06992793037079903,4.8824062432265614e-05,-0.14146316780580567,0.6556569485544048,-0.3719702462251145,0.0851099003951194,chr12:70132340-70133559,"['cg07463429', 'cg25456772', 'cg24850331', 'cg00499750']"
MCM7,chr7,100100550,100102023,0.019266865407971734,-0.033801615961761046,57.23420680033663,0.054346793709973626,925.8654319508032,-0.614132240571164,0.5970046453057005,chr7:99698173-99699646,"['cg14002172', 'cg12358443', 'cg20835353', 'cg08309311', 'cg25430849', 'cg18392045']"
CEBPD,chr8,47737204,47739091,0.17273931765485262,-0.1699928544396282,3.827152194952379e-45,-0.2111814503909411,3.1714123406017584e-05,0.0924782925731489,2.3625661241461597,chr8:48649766-48651653,"['cg22280940', 'cg17194240']"
ADM2,chr22,50481024,50481947,0.17886717456111295,-0.2086273445824948,9.261882531245168e-85,-0.30256998524475937,1.2928327684304292e-13,1.0020589084329905,12.21792935305742,chr22:50919453-50920376,['cg14630839']
ADRA2C,chr4,3765345,3768062,0.5127525670751905,-0.30770057640201737,7.578207149474565e-192,-0.07127174572078387,342.9913146103546,1.2314470507544288,104.71452597985744,chr4:3767072-3769789,['cg05394500']
ATMIN,chr16,81035927,81036558,0.05067903279231534,-0.07911238635818774,5.432759978060818e-10,-0.1525128722269014,0.17550195048137165,0.2234771393296037,1.3102387979682433,chr16:81069532-81070163,['cg03251054']
APPL1,chr3,57227427,57228570,0.01639615766810202,-0.010480034517703574,2.2841868360523497e-10,-0.11614231882497174,9.479611224124818,-0.3389544576424692,0.006059619929632,chr3:57261455-57262598,"['cg26107590', 'cg12410154']"
AVPR1B,chr1,206117302,206117793,0.09688638622060285,0.08858018827416317,9.47135600572363e-05,0.0036782168164551455,6273.713621408101,1.0802973042713593,5.35535803273764,chr1:206223537-206224028,"['cg17940251', 'cg17587023']"
RAP1A,chr1,111619582,111620215,0.020315777851385667,-0.06759823053395546,0.46395130446679866,-0.2800457626497601,3.0850131343268387e-11,0.1076276811105513,0.0818181732431073,chr1:112162204-112162837,"['cg10835423', 'cg07142678', 'cg25277553']"
PKP4,chr2,158456660,158456904,0.1026830076184167,-0.217623687130043,1.5007104678160863e-92,-0.11584057728731686,9.758101652160905,0.831366578805894,1.578484093188743,chr2:159313172-159313416,['cg10535786']
GTF2A1,chr14,81220041,81221541,0.012338522689632328,-0.0005878968033479644,6906.3147244427755,-0.13026104937481825,2.2681427139201547,0.0381741184696379,0.7034484013812261,chr14:81686385-81687885,"['cg02167732', 'cg01724067', 'cg26957914', 'cg14421490']"
ZNF234,chr19,44141341,44141916,0.14243126863199734,-0.43421810465967847,0.0,-0.12848608845088633,2.737161518130048,-0.2311571680369969,0.3813477797948568,chr19:44645494-44646069,['cg23532246']
MRPL17,chr11,6683065,6683712,0.013746273600529976,-0.050539191238769675,85.54047719365101,-0.0814935982863444,171.50877206532778,-0.0715457256184205,2.0480402108250964,chr11:6704296-6704943,"['cg22814353', 'cg06155606', 'cg01813040', 'cg04213038']"
ABHD1,chr2,27123512,27123898,0.17003422766920614,-0.21332703775444836,2.4823695362859335e-72,-0.003110615972179907,6358.098526839037,0.2176471160990056,1.3326254691317123,chr2:27346380-27346766,"['cg20353465', 'cg06829893', 'cg11845159']"
KIAA0753,chr17,6640034,6641243,0.028188141768797616,0.002520343612084625,2773.100881916701,-0.20747886444774757,5.9375370660427366e-05,-0.2051129928655276,0.5720575844498437,chr17:6543354-6544563,"['cg06465080', 'cg04181614', 'cg26723560', 'cg26382071', 'cg12550317', 'cg13873762', 'cg24419101', 'cg10175688', 'cg10041810', 'cg22102278']"
CTCF,chr16,67561965,67563651,0.018797615104339187,-0.0445117712009956,4719.574122616567,-0.039951505850404544,1861.8183508178397,-0.3734852301087101,0.0586397837735907,chr16:67595868-67597554,"['cg23858565', 'cg10218542', 'cg06241380', 'cg07967402']"
STX5,chr11,62831207,62832592,0.020867837032129844,-0.0687396645049248,2.851735999213151,-0.03463857059473295,2332.221535743648,-0.5092785379560583,0.1152571697582533,chr11:62598679-62600064,"['cg16951550', 'cg02674662']"
MRPL12,chr17,81702541,81703781,0.019022382056499313,-0.03405841115328893,5298.324780729093,-0.10946175107580297,17.71813001026362,-0.5035231838535842,0.0038107710929016,chr17:79669571-79670811,"['cg02637302', 'cg11910829', 'cg14196211', 'cg15837503', 'cg24845734', 'cg12691373', 'cg00672574']"
HCFC2,chr12,104063988,104065309,0.022275587943027492,-0.0324647509977826,838.2928714504511,-0.021366556165583517,3804.9619246219972,-0.0966719691028088,2.719062688497054,chr12:104457766-104459087,"['cg13451220', 'cg09105479', 'cg08418750', 'cg21638518']"
C17orf102,chr17,34578946,34581932,0.4131169261344816,-0.189125816837506,1.1386149598039652e-36,0.045794708434332,1424.39443261207,0.9553236807992388,59.50343147600807,chr17:32905965-32908951,"['cg04790084', 'cg08967802', 'cg09628838', 'cg27213352', 'cg04906989']"
RSF1,chr11,77820140,77821216,0.021309484376725186,-0.09906959777587794,1.4081273035885105,-0.09417513011824022,65.63783582972769,-0.5398062142996206,0.3668393358966367,chr11:77531186-77532262,"['cg22821606', 'cg17141500', 'cg11672159']"
PIK3R5,chr17,8965152,8966055,0.09804571050016563,-0.07095853771870707,1.1962150172509256,-0.13773809902920114,1.001133199995442,1.5697324100278345,14.40749714349292,chr17:8868469-8869372,"['cg12863545', 'cg16918989', 'cg09359907']"
AAGAB,chr15,67254451,67255072,0.017621729049354093,-0.017806639479741784,5773.9194670827255,-0.18838729209601,0.0012570507187321673,-0.7405689038503971,0.0156171580637554,chr15:67546789-67547410,"['cg10140153', 'cg16926284', 'cg19257834', 'cg01549820', 'cg00110192']"
MED1,chr17,39451140,39451465,0.017058628684995032,0.058758258396036156,51.33451378068399,-0.16067367491948645,0.06240120739367535,-0.6182959633887011,0.0690021362718586,chr17:37607393-37607718,"['cg27500298', 'cg20965255']"
ACTR3,chr2,113890092,113890735,0.0091089764822789,0.0319445457485833,1210.9309280430157,-0.28637379090488124,6.9607768512138766e-12,-0.0104108239181094,0.1346293141906286,chr2:114647669-114648312,"['cg15517836', 'cg00347616']"
MVK,chr12,109573189,109573794,0.0180759948895093,-0.039210675314604634,5484.644898735239,-0.038330235632754096,1997.9434257357425,0.0799456278551274,1.6616811220853789,chr12:110010994-110011599,"['cg07060076', 'cg21502840', 'cg14862111', 'cg20201566', 'cg16710109', 'cg02668471', 'cg12104764']"
FBXO42,chr1,16352079,16352697,0.0,-0.07919781801036366,5.07363696887905e-10,-0.09792860665970061,48.33325151172809,0.0094007576311701,1.26508070781103,chr1:16678574-16679192,['cg15644938']
GDF7,chr2,20665529,20667829,0.21768797615104338,0.007507732741426507,1306.1326069008,-0.07129406148038207,342.4993135650508,0.8738745929414384,29.70233745592981,chr2:20865289-20867589,"['cg19113641', 'cg12266953', 'cg18552861', 'cg20752795', 'cg21039778']"
SPINT1,chr15,40843521,40845012,0.1215634315998675,-0.27359640098341304,9.141413409149526e-117,-0.10988359701706216,17.048439619632134,1.1494619363751688,27.16240579201597,chr15:41135719-41137210,"['cg11701759', 'cg22491225']"
ZNF136,chr19,12162979,12163476,0.01086452467704538,-0.2922776942298789,1.1168306471194745e-143,-0.15336074497814325,0.15800513961554544,-0.7265826912619451,0.2739526469998644,chr19:12273794-12274291,"['cg04533013', 'cg27388017', 'cg26454158', 'cg15675420', 'cg27423729']"
NDUFB7,chr19,14571845,14572182,0.013359832174009054,-0.08208778383568958,4.421026081088628e-07,-0.24953748161951828,2.3954281539244406e-08,0.3164736647952542,1.587252207119248,chr19:14682657-14682994,"['cg03243432', 'cg22005150', 'cg15405796']"
ISG20L2,chr1,156728319,156729124,0.012172904935409077,-0.01462494568424384,6907.734156185184,-0.2098154836248886,4.002326680240443e-05,0.0355563441178728,0.346435146562888,chr1:156698111-156698916,"['cg00173787', 'cg03470736', 'cg00992913', 'cg27547283']"
CRKL,chr22,20917075,20918328,0.02045379264657171,-0.062031574918802984,533.3156345833512,-0.06965128543410752,380.33123490086894,-0.7088419265792694,0.3371894827145671,chr22:21271363-21272616,"['cg13720744', 'cg16500810', 'cg20750843', 'cg14107273']"
ABHD12,chr20,25389699,25391187,0.023848956608148394,-0.16543084121297574,4.500346135733187e-52,0.09613449188825436,56.0167066643787,-0.030222044238323,1.2988531966015495,chr20:25370335-25371823,['cg19434221']
BCL2L1,chr20,31723262,31724069,0.005465385889367341,0.007092310665260114,27.444327496664915,0.04935331945032827,1197.409815101194,-0.3332201414703671,0.0730421343723268,chr20:30311065-30311872,"['cg08619561', 'cg03816593']"
POFUT2,chr21,45287714,45288836,0.01233852268963233,-0.04907337593113441,1678.3481605374438,0.06842916681450022,410.6767726118525,0.3561543745208366,4.2785528319509005,chr21:46707629-46708751,"['cg20896738', 'cg02159808', 'cg20607513', 'cg04657831', 'cg12443444', 'cg23515696', 'cg13826709', 'cg19498844']"
PYGL,chr14,50943896,50944746,0.057469360715468695,-0.22570846722006316,1.4520364278421364e-69,-0.27416385194772297,1.1899737745275525e-10,-0.1147980850578851,1.2973126542710778,chr14:51410614-51411464,"['cg26286805', 'cg13679814', 'cg18705240', 'cg04121555']"
DARS2,chr1,173824150,173824957,0.03229546207353429,-0.04468670364693125,3348.1213774781168,-0.1633378233125356,0.04402397633184812,-0.512856719141497,0.6163418451331888,chr1:173793288-173794095,"['cg05001758', 'cg04567169', 'cg04217776', 'cg24414038']"
HSD17B12,chr11,43680466,43681047,0.01846637959589268,-0.28407876528649867,6.285762453637848e-143,-0.053975187494613525,944.2779603895874,0.1669958632616697,2.9094955843364687,chr11:43702016-43702597,"['cg21212277', 'cg11980147', 'cg10157203', 'cg17585343']"
GGPS1,chr1,235327023,235328845,0.016478966545213646,-3.493553516383148e-05,1.3335715803850627,-0.27795977753299833,4.997975415963972e-11,-0.0212229882851235,1.4249030516922707,chr1:235490338-235492160,"['cg09509035', 'cg18313583', 'cg10107779', 'cg24402323']"
IRF2BP2,chr1,234608530,234611278,0.017803908578999668,-0.0049326939718002324,753.963159033696,0.13476722970870558,1.3925506937738334,-0.6829941272948282,0.4201315951259699,chr1:234744276-234747024,"['cg15484161', 'cg00251250', 'cg26917462', 'cg06527865']"
BRIX1,chr5,34915188,34916135,0.04301329673969621,-0.00041837513533327493,1511.5268498912885,-0.15606885050893046,0.11255552317856164,0.1143619536200781,1.2842239607793478,chr5:34915293-34916240,"['cg18663874', 'cg23280778', 'cg11407078', 'cg20788387', 'cg25087958', 'cg09691810', 'cg06758766']"
RAB2B,chr14,21476755,21477653,0.037164624047697915,-0.04957411444996752,1908.4464483331474,-0.03792998567742476,2032.55048349052,0.1235746851185324,0.1235832471716843,chr14:21944914-21945812,"['cg25556343', 'cg02246180', 'cg01495663', 'cg23934503', 'cg08039791']"
ATP9B,chr18,79068638,79069796,0.006514298332781274,-0.08503077730110038,2.872064449889956e-06,0.007761147082397514,5671.81832392559,1.2146022091939046,11.434077995295455,chr18:76828638-76829796,"['cg22093035', 'cg16961218', 'cg24212262']"
C1orf109,chr1,37690370,37690607,0.01733465827536712,-0.038647024925709816,32.88353825642792,-0.034626252272045986,2333.3935782792223,-0.106625098337234,0.1027236991299846,chr1:38156042-38156279,"['cg06639121', 'cg14654194', 'cg13213419']"
GLRX2,chr1,193105044,193105648,0.006955945677376615,-0.006717119877105949,771.7944774991394,-0.1955631956323533,0.00041340034251145926,0.0337308573125498,0.0671879884215714,chr1:193074174-193074778,"['cg05388468', 'cg05822179']"
ARNT2,chr15,80403734,80405051,0.4481616429281219,-0.24813327824929207,1.257597310420969e-100,-0.04639950339731047,1383.7672301429357,1.1587234360414036,41.82211490854792,chr15:80696076-80697393,"['cg18821485', 'cg05201477']"
GPR3,chr1,27392388,27392845,0.022192779065915866,-0.06325411115682271,0.002797880931482295,-0.07700394203970111,234.59422593432257,0.151835868310572,1.5245016090702033,chr1:27718892-27719349,"['cg14004477', 'cg06057576', 'cg17185817']"
SLC1A1,chr9,4490262,4490916,0.33653527658164956,-0.1268536189753547,1.5416569909263884e-29,-0.023661322647570714,3521.745871493723,1.2825125883846489,10.750346159484009,chr9:4490262-4490916,['cg14583606']
ECHDC1,chr6,127343047,127343610,0.03246107982775753,-0.38881245602783454,8.954031378474458e-235,-0.27716362419988927,6.002034195096881e-11,-0.5351402481207446,0.4911765925199059,chr6:127664192-127664755,"['cg00704305', 'cg13817182']"
NEDD1,chr12,96907024,96907509,0.013359832174009054,-0.06832080991098141,4771.26271356725,-0.09352927564165633,69.11706248523657,0.4967087765290017,2.577789271575157,chr12:97300802-97301287,"['cg15447775', 'cg08246036', 'cg07549630']"
KCNH4,chr17,42180579,42181453,0.06608148393507784,-0.08256577788898367,2.4515897625872648e-06,-0.050266466373768214,1143.7618593470988,1.0212652335882195,9.524758708917064,chr17:40332597-40333471,"['cg18434673', 'cg09685500']"
RNF32,chr7,156639739,156640976,0.3049850944021199,-0.28101163709224686,6.951334157590729e-132,-0.2489910623147882,2.6778763364494498e-08,0.5583642982189984,14.582300478121612,chr7:156432433-156433670,"['cg03663746', 'cg22185451', 'cg07671603', 'cg19335954']"
TUBGCP6,chr22,50244431,50245211,0.0023186485591255384,-0.027439313813598407,7882.70225783191,0.036011055693299945,2203.991761552581,-0.2813104004202941,0.7132161574448238,chr22:50682860-50683640,"['cg12746790', 'cg23762037', 'cg04755074']"
SPATA5,chr4,122922207,122922640,0.029369548415590155,-0.038878971622403065,4275.055343629876,0.12600248367602224,3.5465110762699976,0.0733755994226171,2.0346648340088525,chr4:123843362-123843795,"['cg15080098', 'cg21122725', 'cg15455752']"
ILVBL,chr19,15125101,15125820,0.023352103345478634,-0.17477420500905327,3.342063138142124e-55,0.019857467851238122,3997.049632884087,-0.0204363303541694,0.6497161496960642,chr19:15235912-15236631,"['cg23023178', 'cg21059382']"
HNRNPU,chr1,244863132,244864718,0.0223031909020647,0.00653758368040037,240.80151364312982,0.01651235951395778,4438.075058262974,-0.785533546665477,0.1534918124929717,chr1:245026434-245028020,"['cg04720665', 'cg12065272', 'cg24645247']"
TERF2IP,chr16,75647366,75648681,0.012752567075190461,-0.05383548365282562,4016.123822226779,0.03010259045551089,2789.041422361789,-0.072763979087577,0.5223790203955805,chr16:75681264-75682579,"['cg06819963', 'cg01185350', 'cg04730319', 'cg26812503']"
ANKZF1,chr2,219229250,219229975,0.012586949320967206,-0.041969420462746744,5120.19009801851,0.044072477309393454,1544.7943868778289,-1.1222004771375234,0.0905593661281181,chr2:220093972-220094697,"['cg17087759', 'cg10634964', 'cg03546879', 'cg06334988', 'cg23558158', 'cg02756706']"
MRPS9,chr2,105037791,105038313,0.0263884288395716,-0.08164017240023276,0.0038841330030569684,-0.025573786628472216,3294.33443000458,-0.5492061465659447,0.0760704126471083,chr2:105654249-105654771,"['cg26633120', 'cg17678877', 'cg09738100']"
DDA1,chr19,17309908,17310130,0.000662471016893011,-0.005349267534158629,5153.86320301612,-0.2524225710477742,1.3239308616328297e-08,-2.475762162925402,2.6180388287637,chr19:17420717-17420939,['cg14963534']
FBXO11,chr2,47906600,47906913,0.000662471016893011,-0.0361294477963136,600.2809288048244,-0.13565559407705668,1.2625807767263086,-1.3380862610748208,0.7597904508412107,chr2:48133739-48134052,"['cg02570004', 'cg14310768']"
PLA2G15,chr16,68244967,68245725,0.04140443855581318,-0.06210309140498456,0.0006310674492242786,-0.20520085325188586,8.683422879544911e-05,-0.9710003310840066,0.7992985255425135,chr16:68278870-68279628,"['cg00220955', 'cg06647218']"
GCAT,chr22,37807581,37808211,0.03615987633874351,-0.07767793344895703,0.03475631164813003,0.10823230221153614,19.809132931532965,-0.0461039257898645,0.2578648420149092,chr22:38203588-38204218,"['cg15878588', 'cg25898676', 'cg16048805', 'cg12598364', 'cg09909877', 'cg13387677']"
CCHCR1,chr6,31158117,31158784,0.013391378412908722,-0.048683744113890544,154.00295669456327,0.012306299593788116,5018.725006265459,0.0429593703094922,0.5962384123799871,chr6:31125894-31126561,"['cg26738916', 'cg11805472', 'cg23884626', 'cg12493050', 'cg18729896', 'cg04072928', 'cg03809032']"
GUF1,chr4,44678326,44678724,0.07585293143424975,0.019480177153952817,548.4944353030731,-0.09687694930153198,52.713723994236524,-0.2017084145578808,0.7598669042172341,chr4:44680343-44680741,['cg04683119']
EIF5B,chr2,99336025,99337937,0.007839240366567295,-0.024850532994104033,2094.757116967965,0.05481857807467216,902.8893948583991,-0.599512081926464,0.3632825733491701,chr2:99952488-99954400,"['cg11173773', 'cg13041975', 'cg25469698', 'cg14661464', 'cg27446566', 'cg06620266', 'cg10537847', 'cg10723629', 'cg15356885']"
MND1,chr4,153344455,153345242,0.02186154355746936,0.02001706344060385,849.6511530369698,-0.015199506687336868,4616.435079590827,-0.3232208209805705,0.1561470792958452,chr4:154265607-154266394,"['cg02675375', 'cg12943363']"
MRAS,chr3,138347953,138349012,0.47391520370983775,-0.08260378764138009,1.2771477441135038e-09,0.027847923267880843,3034.6197718440153,-0.1285316847844325,4.5041069490541,chr3:138066795-138067854,"['cg17533884', 'cg18421529', 'cg12771118', 'cg27249178']"
HNRNPA0,chr5,137753564,137755189,0.004885723749585956,-0.09285871622098298,0.0002832155081628608,0.08564946775223357,126.75682351264751,0.3540570117875765,2.03610678348763,chr5:137089253-137090878,"['cg21934012', 'cg26445772', 'cg05993306', 'cg08687718']"
HSF2,chr6,122399462,122400221,0.0067903279231533616,-0.07398205316428082,0.015932713476068346,0.002271993813530642,6482.975024359393,-0.1913906360464998,0.229097713514562,chr6:122720607-122721366,"['cg06839777', 'cg03988161']"
SLC25A42,chr19,19063453,19064186,0.022027161311692616,-0.03833373253223675,1134.5997390616624,0.07105605647992973,347.77720898686977,0.0838361788340248,0.1967812369793659,chr19:19174262-19174995,"['cg08332492', 'cg22516671']"
UQCRFS1,chr19,29212663,29213424,0.026498840675720437,-0.08964501163596104,1.6513309935050568e-11,-0.19919568100118773,0.00023167273179883628,-0.4966066263003091,0.1960147896284323,chr19:29703570-29704331,"['cg15248904', 'cg00030423']"
STK11IP,chr2,219597585,219598222,0.04571050016561775,-0.01745871958383518,1059.9875202033245,-0.05332734178480952,977.0493177420376,-0.6308470154778145,0.4987865666820318,chr2:220462307-220462944,"['cg18021265', 'cg20801500']"
SERGEF,chr11,18012582,18013721,0.017555481947664788,-0.07779450387530873,0.00137581559861094,0.05122675492059361,1089.3095267727088,0.6157900669114478,4.684334391642183,chr11:18034129-18035268,"['cg14341449', 'cg12428906', 'cg01778153', 'cg03216853']"
GLT8D1,chr3,52705521,52706410,0.012752567075190461,-0.08609562086505786,18.17112344442487,-0.23433632583783237,4.820792207360935e-07,-0.8812752033982478,0.6639691741622454,chr3:52739537-52740426,"['cg10712668', 'cg04351169', 'cg19710970', 'cg03288655']"
SCN4B,chr11,118145522,118146269,0.04380589599205035,-0.06206250446578589,19.193553980361138,-0.11008348350794414,16.739255802101887,1.378361833485921,9.479316589900108,chr11:118016237-118016984,"['cg11038285', 'cg06554173', 'cg12673453', 'cg23225690']"
LRRC8B,chr1,89524251,89525427,0.044054322623385225,-0.04492141372231703,0.17688239173996617,-0.12894987691173398,2.606573084846726,-0.1758311378785641,0.9239539727420094,chr1:89989810-89990986,['cg08128789']
MYL12A,chr18,3247295,3248259,0.004057634978469692,-0.6473267626810097,0.0,-0.3446351486734617,1.2057736685463576e-18,-0.6016270460157095,0.0717980749439691,chr18:3247293-3248257,"['cg20536512', 'cg23319046', 'cg21351102', 'cg12002260']"
UBN1,chr16,4846605,4848242,0.03325604504802915,0.010702694175190378,3853.361545190898,-0.22276846403471984,4.134242810257653e-06,0.0095421400481741,1.128292737529458,chr16:4896606-4898243,"['cg06976003', 'cg02454264', 'cg18354686', 'cg00885266', 'cg27068539']"
IWS1,chr2,127526002,127526948,0.03232858562437894,0.0029230656755338327,7508.206360754703,-0.16525666990670101,0.034124584874905495,0.3947801682544226,1.917016710971449,chr2:128283578-128284524,"['cg02372421', 'cg19409088', 'cg10180764', 'cg02592214', 'cg23623107']"
ZNF251,chr8,144755147,144755849,0.03097052003974826,-0.08372553667877021,3.232458028724673e-05,0.0036800284570818083,6273.444486702906,-0.3970252290847362,0.1079534617147148,chr8:145980532-145981234,"['cg00140502', 'cg25178798']"
HNRNPC,chr14,21269247,21269935,0.01457436237164624,-0.0369641010724666,62.621088540768014,-0.24532637703999743,5.6163357368504763e-08,0.1159685068837899,1.3921969709082112,chr14:21737406-21738094,"['cg26248608', 'cg02106430']"
LSM5,chr7,32490141,32490534,0.00794965220271613,-0.0314017986098363,2237.546858108395,-0.07483279558760958,271.60913133061587,-0.4674962377009514,0.1987264780333723,chr7:32529753-32530146,"['cg07343367', 'cg21639178']"
ABCG1,chr21,42218838,42220022,0.036965882742630005,-0.19773606260492915,2.137296390434529e-22,-0.13964332237194127,0.8073293128614083,-0.0595809207451889,0.91020062984564,chr21:43638948-43640132,"['cg21410080', 'cg06030219', 'cg02473680', 'cg26768067', 'cg05441651']"
WDR76,chr15,43826876,43827079,0.016313348790990397,-0.16733592121597934,4.609359549895955e-46,0.07701006605633713,234.4962318617027,-0.5526961854069407,0.0869161900172868,chr15:44119074-44119277,"['cg17935677', 'cg22136124', 'cg00357503', 'cg14529224']"
TMEM41B,chr11,9314183,9314930,0.025836369658827428,0.12387756841597546,2.070979976512893e-12,-0.13419652293891454,1.4825544975913907,-0.1232955261538406,0.1600684044965979,chr11:9335730-9336477,"['cg05545290', 'cg21110646', 'cg20143789', 'cg25092206']"
BAG4,chr8,38175890,38177125,0.02144749917191123,-0.06704137626647508,1.1930599196949976,-0.21009030956654798,3.8197468463991876e-05,0.0908155272434163,0.7804727976289286,chr8:38033408-38034643,"['cg03222257', 'cg06927863', 'cg11759446', 'cg05370861']"
VAMP4,chr1,171741705,171742467,0.022413602738213537,-0.05371002209819296,0.02057633783397611,-0.11187164018415466,14.192776197203678,-0.255248669292289,0.3277533310181848,chr1:171710845-171711607,"['cg25754252', 'cg09797599', 'cg14826401']"
FZR1,chr19,3505822,3506772,0.01843877663685547,-0.13517296751336008,9.952081300893745e-18,0.07326857223485701,301.24455760778716,-0.7933653500183153,0.2770759648038586,chr19:3505820-3506770,"['cg04407520', 'cg02792140', 'cg11884179']"
MPP5,chr14,67241036,67241930,0.009605829744948658,-0.00037644921510070206,5.470241506867208e-05,-0.08389093485621593,144.26893486240346,-0.7130455435283396,0.6656929203859799,chr14:67707753-67708647,"['cg07218192', 'cg26108379']"
NDUFA11,chr19,5903471,5905205,0.020039748261013582,-0.0970386715527623,1.1949131683020204,-0.20793235873951227,5.501954467405199e-05,-0.3754008721859638,0.4768036503672525,chr19:5903482-5905216,"['cg24321432', 'cg19530883', 'cg22160726', 'cg18650732']"
MKLN1,chr7,131327701,131328431,0.01391189135475323,-0.037707884826222234,16.323955305390534,-0.1387079527351751,0.897584569978374,-0.6639226430726872,0.0099086874607713,chr7:131012460-131013190,"['cg19772938', 'cg07081267', 'cg19808841']"
SLC25A29,chr14,100305483,100307336,0.016561775422325273,-0.06385818348010015,1.930952484018749e-05,0.024479885441769832,3423.4266631548903,-0.5813413705086801,0.4154984499555788,chr14:100771820-100773673,"['cg10527285', 'cg00912722', 'cg06910115']"
ZC3H13,chr13,46052319,46052884,0.02914872474329248,-0.04927727975821513,108.48092834438447,-0.1616374679266032,0.05503814271602789,-0.3231697157789633,0.0941138469053641,chr13:46626454-46627019,"['cg14966220', 'cg08608800']"
SLK,chr10,103966929,103967497,0.00844650546538589,-0.041649008406879906,881.3689676647175,-0.25220014283604186,1.386226985627915e-08,0.006902840780589,0.045496179671497,chr10:105726687-105727255,"['cg08602515', 'cg01305328']"
ADM,chr11,10304501,10305043,0.09009605829744949,-0.18071467829626675,1.0132933625701662e-62,0.07983668445211797,192.83728157110056,-0.0106206849587877,0.0054492136115258,chr11:10326048-10326590,['cg09639735']
FLOT2,chr17,28896987,28897855,0.0141327150270509,-0.10258048197453795,1.8908349042118343e-14,-0.2839309039244952,1.2423139332461967e-11,-0.1241256440797687,0.1198417179245863,chr17:27224005-27224873,"['cg17568035', 'cg24127656', 'cg21489863']"
UBTF,chr17,44218493,44222351,0.007949652202716132,-0.0686816700051179,0.06129740850184506,-0.14228209199824973,0.5965554112079267,-0.2492485814562676,0.4318538609901327,chr17:42295861-42299719,"['cg16262623', 'cg25509822', 'cg25118678', 'cg06986705', 'cg08790212']"
TMEM9B,chr11,8963905,8964960,0.02981119576018549,-0.02962138816376362,1584.9821942153947,-0.25157481125180875,1.5771446653324876e-08,-0.3241889033291071,0.077848873974617,chr11:8985452-8986507,"['cg17647744', 'cg23689457']"
TMEM131,chr2,97995270,97996481,0.00480291487247433,-0.006783433031286467,7664.455776547614,-0.08640346989829675,119.83594638844023,-0.5820050863496885,0.0959873191630478,chr2:98611733-98612944,"['cg03974985', 'cg14211415']"
RSPO4,chr20,1002009,1002609,0.4587611791984101,-0.19120905839775107,1.3584880526954742e-70,0.008847909173379602,5513.701795018251,1.6916810840655927,41.80318321223994,chr20:982652-983252,['cg17870408']
EIF5,chr14,103333472,103335324,0.04201170365463178,-0.026613944992975157,48.94586026711857,-0.20513101175761,8.784610500556075e-05,-0.5640495172140415,0.4982721406947135,chr14:103799809-103801661,"['cg15346917', 'cg10771695', 'cg19612634', 'cg22388943', 'cg01994542', 'cg25121810']"
VWCE,chr11,61294279,61295591,0.07154686982444518,-0.3759699642015694,1.7745868847755022e-185,0.2258791890361465,2.346195258085953e-06,-0.0602158538381878,1.737746778490044,chr11:61061751-61063063,"['cg06282270', 'cg01698298', 'cg27175288']"
ISCU,chr12,108562412,108562983,0.059953627028817486,-0.055813425284780144,1748.3091646072182,-0.2427823073663485,9.326177841759262e-08,-0.4595574205759438,0.3435939052158725,chr12:108956188-108956759,"['cg01972961', 'cg05191825', 'cg03196745', 'cg06656689']"
GALR1,chr18,77249600,77251866,0.6598211328254389,-0.2624127170665464,5.1127481150286854e-114,-0.03285047134371713,2506.2776511056727,2.4375816582702003,247.1129888353072,chr18:74961556-74963822,"['cg06562865', 'cg00854242', 'cg26721264']"
RPP25,chr15,74955936,74957581,0.13183173236170917,-0.3729866448268634,7.742695564504892e-290,-0.22564588028629107,2.448737829563957e-06,0.7292291790740901,17.05154767574023,chr15:75248277-75249922,['cg25399963']
MAPKBP1,chr15,41774290,41775032,0.03654631776526444,-0.08174982168484805,0.0012354850578880938,0.02571057933323018,3278.3791071930004,-0.1357299796541171,0.7737677702953365,chr15:42066488-42067230,"['cg19297845', 'cg19612823', 'cg18718327']"
