id,chr,start,end,-log10p,log2FC
chr1:4771652-4772545,chr1,4711592,4712485,0.9447508530834464,0.07537202860641257
chr1:160370112-160370658,chr1,160400322,160400868,2.41405949215425,0.76797727674519
chr1:201475885-201476516,chr1,201506757,201507388,3.6216934305844726,0.5036722534150314
chr1:162467599-162468027,chr1,162497809,162498237,0.12940793075079687,0.054510346609994535
chr1:1272377-1272634,chr1,1336997,1337254,1.8766426548127595,-0.006619085952957677
chr1:11898393-11898732,chr1,11838336,11838675,0.050407467559152076,0.03241048215435144
chr1:4192633-4193243,chr1,4132573,4133183,0.6378694609173036,-0.03405197274591558
chr1:147141842-147142918,chr1,147669720,147670796,10.914132587467847,1.261721972713067
chr1:59247461-59250940,chr1,58781789,58785268,20.524997355139863,0.7732807674988972
chr1:51984547-51985216,chr1,51518875,51519544,0.9520996593653543,-0.014443673621191665
chr1:22213902-22214119,chr1,21887409,21887626,0.39970174396952995,-0.018384848756527284
chr1:112058184-112058590,chr1,111515562,111515968,1.1650167818045656,0.09602840134560135
chr1:27718892-27719349,chr1,27392388,27392845,1.5245016090702033,0.15183586831057205
chr1:1046044-1046340,chr1,1110664,1110960,0.17101603101899945,0.013222655755289083
chr1:40204312-40204739,chr1,39738640,39739067,2.205026900061863,0.3218469161471495
chr1:2411125-2411404,chr1,2479686,2479965,0.19974309887694308,-0.030442692757542356
chr1:28559145-28559597,chr1,28232634,28233086,1.2946766475966462,0.5001216681357602
chr1:32221887-32222107,chr1,31756286,31756506,0.022368659195394977,0.00726539162774372
chr1:182758395-182759097,chr1,182789260,182789962,3.2378475195558654,0.6148819415533933
chr1:161410142-161442503,chr1,161440352,161472713,0.9781351462610638,0.06854905544558156
chr1:6479057-6480938,chr1,6418997,6420878,44.998949087753346,1.0114563346177843
chr1:206135444-206138863,chr1,206202466,206205885,0.41940179678043843,0.16300526537476984
chr1:29447699-29451847,chr1,29121187,29125335,64.26026184773531,0.7972643841402418
chr1:59042013-59043295,chr1,58576341,58577623,88.80852283974055,1.1547149659093066
chr1:39174379-39174940,chr1,38708707,38709268,1.227165785576846,-0.005010436769820938
chr1:40942784-40943387,chr1,40477112,40477715,1.6816596146925833,-0.5002257998349783
chr1:82265998-82269048,chr1,81800313,81803363,85.08389437924316,1.3113589038567959
chr1:1713639-1714141,chr1,1782200,1782702,61.926169711605354,1.581072548179079
chr1:40420487-40421366,chr1,39954815,39955694,4.848214729505147,1.0788895755695374
chr1:2885062-2885284,chr1,2968497,2968719,0.5105499795365659,0.10329764583267799
chr1:31280121-31280512,chr1,30807274,30807665,5.2184347653395236,0.3723105364177802
chr1:178994804-178995917,chr1,179025669,179026782,0.313297947206764,-0.0970981457920017
chr1:209404845-209405473,chr1,209231500,209232128,98.57636739747667,1.0646164645303329
chr1:196847158-196847418,chr1,196878028,196878288,42.38449042822191,1.97316148223051
chr1:91966263-91966999,chr1,91500706,91501442,0.08986002016263556,-0.5910086613964897
chr1:145075483-145075845,chr1,148808521,148808883,,
chr1:32052471-32052771,chr1,31586870,31587170,0.7084497347813543,-0.1038504801200096
chr1:228558945-228559246,chr1,228371244,228371545,1.8305190676304417,-0.03250881413354511
chr1:156828804-156831102,chr1,156859012,156861310,15.443193042259528,0.7626472893116886
chr1:211555939-211556332,chr1,211382597,211382990,1.2752548885998107,-0.001802638087973313
chr1:203274305-203275338,chr1,203305177,203306210,0.426265723763781,-0.5368850270225479
chr1:229643713-229644293,chr1,229507966,229508546,0.3082877434583827,-0.16303224311773196
chr1:165321703-165322318,chr1,165352466,165353081,48.19502417376972,2.2283556142372363
chr1:150980735-150981092,chr1,151008259,151008616,0.685447152472835,0.4255158078621843
chr1:17445651-17446088,chr1,17119156,17119593,9.756876845826488,1.7545954517064966
chr1:51443311-51444036,chr1,50977639,50978364,2.113868013512676,0.023869642057398797
chr1:121137784-121139057,chr1,121395924,121397197,24.932966636247695,0.7442360694992743
chr1:165567265-165567530,chr1,165598028,165598293,0.14379759808173442,-0.2742598558213308
chr1:36771830-36773009,chr1,36306229,36307408,3.8681777498028804,0.6418734128662329
chr1:22140891-22141407,chr1,21814398,21814914,1.1234902817887837,0.24182576707328732
chr1:1910268-1913800,chr1,1978829,1982361,4.555171718868516,-0.053426738785737025
chr1:217262998-217263214,chr1,217089656,217089872,12.974050581472095,1.5867283747531906
chr1:200707849-200708948,chr1,200738721,200739820,0.6482853649589311,-0.43791499443907733
chr1:153930546-153931130,chr1,153958070,153958654,1.1352403858275526,-0.8781722080426293
chr1:161284118-161284451,chr1,161314328,161314661,0.29311035813565123,-0.6796422170692339
chr1:85724701-85725524,chr1,85259018,85259841,0.328623593607073,-0.22728269003605447
chr1:78224843-78225650,chr1,77759158,77759965,1.0819184749320105,-0.6602269986154653
chr1:200638546-200639384,chr1,200669418,200670256,0.12123180423964482,-0.3259044615192321
chr1:156783523-156784037,chr1,156813731,156814245,13.825359092806776,1.5637457775925954
chr1:21112708-21114121,chr1,20786215,20787628,1.129884464872078,-0.526236403776236
chr1:155197116-155197534,chr1,155227325,155227743,0.027774985262598122,-0.4096576963772119
chr1:36915796-36916324,chr1,36450195,36450723,20.574654091514816,1.313709585543522
chr1:201196030-201196267,chr1,201226902,201227139,3.0767707052404565,-0.07090640357184327
chr1:180922915-180923692,chr1,180953779,180954556,18.800434950212672,1.1669228882206704
chr1:47899125-47899398,chr1,47433453,47433726,22.682647364128087,1.5416448315925353
chr1:1950411-1951479,chr1,2018972,2020040,11.276811723012239,0.7258286086753073
chr1:59762102-59762794,chr1,59296430,59297122,0.5651875896090227,-0.36232586361565405
chr1:154298205-154298544,chr1,154325729,154326068,0.890447147186524,0.9788373518700851
chr1:25558563-25559178,chr1,25232072,25232687,0.0896081163197969,-0.8163055541844123
chr1:9188503-9189743,chr1,9128444,9129684,2.791616211372021,0.14779607197166786
chr1:21503115-21503836,chr1,21176622,21177343,5.247983149734673,0.4593252108027913
chr1:9555379-9555652,chr1,9495320,9495593,0.3616775551460592,0.015370902631527227
chr1:152084994-152085215,chr1,152112518,152112739,17.04332994109746,2.7154575794518996
chr1:114354373-114355300,chr1,113811751,113812678,0.4261393088299944,-0.6572847376578266
chr1:213123647-213125092,chr1,212950305,212951750,15.974056601431778,1.3072211367850213
chr1:2343385-2344717,chr1,2411946,2413278,0.09247458215767099,-0.026806226159614657
chr1:6208716-6209039,chr1,6148656,6148979,29.34003047057448,3.109646530318335
chr1:3607096-3607553,chr1,3690532,3690989,0.11015863999884905,0.010245120164653291
chr1:68516236-68516473,chr1,68050553,68050790,6.1514738702816,-0.26379879150787705
chr1:55007704-55008448,chr1,54542031,54542775,0.32246469431031455,-0.6607802007113827
chr1:8271996-8272202,chr1,8211936,8212142,1.2423584684813946,-0.4422085558769016
chr1:27894927-27895524,chr1,27568416,27569013,13.550920343341922,1.670757063077545
chr1:41131111-41131378,chr1,40665439,40665706,1.0426964843660345,-1.0708925438971217
chr1:28969553-28969898,chr1,28643041,28643386,0.6108437028496091,-0.11707875441073903
chr1:90228744-90229173,chr1,89763185,89763614,6.578217906814886,1.7407618642084122
chr1:226308959-226310476,chr1,226121258,226122775,0.48628792869060394,-0.36223650082242337
chr1:157015149-157016229,chr1,157045357,157046437,0.8531303089506601,-0.2955099806731157
chr1:43824134-43825059,chr1,43358463,43359388,0.6229300387801033,-0.7751145773202438
chr1:2235308-2235667,chr1,2303869,2304228,0.5389058089501669,0.002043744855601263
chr1:111746337-111747303,chr1,111203715,111204681,0.07594819060028848,-0.034623344820139484
chr1:214776256-214776935,chr1,214602913,214603592,0.05031927285139127,-0.5346109260663031
chr1:3327991-3329424,chr1,3411427,3412860,3.5944141633235915,-0.022914823365890777
chr1:62784136-62785133,chr1,62318465,62319462,13.279611150486636,0.890956637254568
chr1:32740710-32741544,chr1,32275109,32275943,1.6304307940154885,-0.15187860653754723
chr1:167424088-167425216,chr1,167454851,167455979,2.0632642076111773,-1.508942252361844
chr1:41249090-41250161,chr1,40783418,40784489,7.829688482106515,0.9885545249986909
chr1:110036545-110036943,chr1,109493923,109494321,2.0033404784864066,0.23926090985471068
chr1:65991001-65991811,chr1,65525318,65526128,46.45154459495855,2.2926736333292643
chr1:21948674-21949263,chr1,21622181,21622770,19.273880824222612,0.8721464727013712
chr1:155108007-155108611,chr1,155135531,155136135,0.9812845741104518,-1.4386370115885798
chr1:220219416-220219824,chr1,220046074,220046482,0.14450794295584835,-0.1693222213111546
chr1:245848539-245849103,chr1,245685237,245685801,3.1831122163450742,-0.11567829508337477
chr1:148853996-148855761,chr1,143497155,143498908,2.1697287756637342,0.24996203733692204
chr1:2850665-2850873,chr1,2934100,2934308,1.4514903760454563,-0.006732356924820485
chr1:165086756-165087026,chr1,165117519,165117789,22.15892290523628,2.030072499155633
chr1:36863211-36863603,chr1,36397610,36398002,0.6430378256333518,-0.9188269278193787
chr1:1026377-1026625,chr1,1090997,1091245,0.27697674762739444,0.019897945100316974
chr1:44457150-44457772,chr1,43991478,43992100,0.007594429703261635,-0.8948437007498293
chr1:169454558-169455577,chr1,169485320,169486339,0.9499107677547924,-0.318462508099369
chr1:43147500-43149016,chr1,42681829,42683345,1.4922025063223021,-0.7583517995804728
chr1:41826680-41828290,chr1,41361008,41362618,3.7046714207985976,0.1666769317793187
chr1:44444635-44445622,chr1,43978963,43979950,0.4694273305772698,-1.1034697115594556
chr1:235811841-235814066,chr1,235648541,235650766,9.80899941413913,0.4269635841239557
chr1:53386617-53387523,chr1,52920945,52921851,22.00815784495786,0.7873857123200092
chr1:240160837-240161616,chr1,239997537,239998316,66.62534133332802,1.7352911799835546
chr1:226595333-226595939,chr1,226407632,226408238,0.48832386540411554,0.1209090045883319
chr1:25944099-25944772,chr1,25617608,25618281,1.20748082575327,0.4144981693539907
chr1:12123488-12124148,chr1,12063431,12064091,24.884878160175006,1.5003690548522428
chr1:228633382-228634127,chr1,228445681,228446426,20.982136142512193,1.7992615186836838
chr1:2136808-2137351,chr1,2205369,2205912,19.602402440498345,1.1565008750105734
chr1:1173915-1174263,chr1,1238535,1238883,0.06141609998866389,0.016766706076908045
chr1:245740993-245741204,chr1,245577691,245577902,1.1733626334913558,0.04651870030058999
chr1:85155605-85156574,chr1,84689922,84690891,0.23637162772014367,-0.5333388983090104
chr1:24742671-24743039,chr1,24416181,24416549,0.002682086904130361,-0.7581062078035803
chr1:156052072-156052803,chr1,156082281,156083012,1.0723168457394956,0.43108690517641574
chr1:89989810-89990986,chr1,89524251,89525427,0.9239539727420094,-0.1758311378785641
chr1:24229115-24229537,chr1,23902625,23903047,3.917111104357782,0.36997748294711164
chr1:185285329-185286735,chr1,185316197,185317603,0.15672872290463202,-0.653560768515085
chr1:25942661-25943191,chr1,25616170,25616700,1.029881026424375,0.00817713508999573
chr1:234349884-234350471,chr1,234214138,234214725,0.8552941417461174,0.011197853816483187
chr1:3157509-3158300,chr1,3240945,3241736,6.5971497870698235,-0.05589157955211109
chr1:235490338-235492160,chr1,235327023,235328845,1.4249030516922707,-0.021222988285123506
chr1:95538251-95538551,chr1,95072695,95072995,0.8502899231798927,0.06519781437621541
chr1:38259095-38260427,chr1,37793423,37794755,0.8951113499950661,0.5572336653775976
chr1:6672786-6675741,chr1,6612726,6615681,2.6736431137960666,0.1674293669506464
chr1:150946496-150947950,chr1,150974020,150975474,5.853903785089546,0.8790061268516249
chr1:2316353-2316749,chr1,2384914,2385310,0.3812453603802307,0.01669038273334195
chr1:119543056-119543454,chr1,119000433,119000831,43.45635453983369,2.083472638943464
chr1:28099628-28100031,chr1,27773117,27773520,0.15651271383984927,-0.2349338770740372
chr1:226297287-226298586,chr1,226109586,226110885,1.2171178560848221,-0.313806058955249
chr1:231175062-231176317,chr1,231039316,231040571,2.2501887301127983,-0.1536694551010103
chr1:75600674-75601415,chr1,75134989,75135730,31.10998670871963,1.5413270368874772
chr1:109940074-109940894,chr1,109397452,109398272,3.8800108763748593,0.19466999185812237
chr1:160312928-160313338,chr1,160343138,160343548,0.003304115116473379,-0.19485278029618516
chr1:54953893-54955287,chr1,54488220,54489614,0.29140115264731153,-0.4693200208405662
chr1:174992365-174992796,chr1,175023229,175023660,0.6681143161353316,-0.8693589583689317
chr1:186649310-186650081,chr1,186680178,186680949,3.8281956184170673,0.7580753355937268
chr1:19614998-19615660,chr1,19288504,19289166,66.019090279825,1.4779694671208494
chr1:65431455-65432614,chr1,64965772,64966931,1.0462482140712168,-0.3977996763337913
chr1:156737035-156738013,chr1,156767243,156768221,0.6896174111971738,-0.15103177484916358
chr1:32892428-32892835,chr1,32426827,32427234,19.200089593448865,1.1763085393341857
chr1:16766998-16767803,chr1,16440503,16441308,0.05602636077632693,-0.4926437238129519
chr1:154975209-154975411,chr1,155002733,155002935,3.632760653453224,1.7144400566042037
chr1:27994727-27995031,chr1,27668216,27668520,2.099750713195438,0.0556220237445279
chr1:1417285-1417753,chr1,1481905,1482373,0.9132316299729166,-0.017459913464726563
chr1:40505411-40506703,chr1,40039739,40041031,0.19265845681582588,-0.5163842462323703
chr1:113932580-113934070,chr1,113389958,113391448,2.906757394692746,0.037332369673641744
chr1:92945907-92952609,chr1,92480350,92487052,0.34287850725074465,-0.10066811937900544
chr1:113286332-113287172,chr1,112743710,112744550,72.21722164978515,1.6229572193196087
chr1:1115574-1116006,chr1,1180194,1180626,1.858036198393983,-0.02594840796557184
chr1:13839505-13840613,chr1,13513010,13514118,39.317062767888196,1.3753081120519555
chr1:38099677-38100864,chr1,37634005,37635192,31.676043135382255,1.3042900181254569
chr1:145385289-145385537,chr1,146049464,146049712,1.8707003795007173,0.09135447888117346
chr1:78956624-78957516,chr1,78490939,78491831,72.15625242737329,2.3741565849402684
chr1:1370767-1371449,chr1,1435387,1436069,1.9711836570828094,0.6002777732141141
chr1:16269900-16270259,chr1,15943405,15943764,1.2965205033960228,-0.0094250213890693
chr1:147735449-147735751,chr1,148263174,148263476,13.521815381554104,2.182933915242276
chr1:153939643-153939980,chr1,153967167,153967504,0.4354170025340447,-1.375489454166637
chr1:156163672-156164052,chr1,156193881,156194261,0.022234088212162446,-0.15163705493092022
chr1:7831378-7831846,chr1,7771318,7771786,0.5838388679419086,-0.37677859254271096
chr1:44172668-44173763,chr1,43706997,43708092,0.23073554306548164,-0.07701869985824955
chr1:244080540-244081093,chr1,243917238,243917791,21.59440192035808,1.487712067899321
chr1:3331040-3331279,chr1,3414476,3414715,1.5517437403352796,-0.03246080495357444
chr1:52195028-52195821,chr1,51729356,51730149,0.3358724258050344,-0.15910532232234315
chr1:245316547-245320247,chr1,245153245,245156945,4.664924568605898,0.14610935581370266
chr1:36348501-36349731,chr1,35882900,35884130,0.8195201867780397,0.30895665901424957
chr1:32826944-32828017,chr1,32361343,32362416,39.861432295981714,0.7742658303348864
chr1:55680465-55681708,chr1,55214792,55216035,0.5242930558843477,-0.2991168045585392
chr1:17287290-17287684,chr1,16960795,16961189,8.863147028582944,1.512417956255497
chr1:2222198-2222569,chr1,2290759,2291130,1.4897628453665857,-2.197111832961044
chr1:3080934-3081292,chr1,3164370,3164728,0.20347637781903832,-0.010370299033561115
chr1:24861702-24861920,chr1,24535212,24535430,27.15778302230246,-1.5584474245072897
chr1:224544523-224545224,chr1,224356821,224357522,0.05954392422872421,-0.4426342632384546
chr1:38478082-38478727,chr1,38012410,38013055,1.025939354059375,0.06549864320219799
chr1:112531559-112533773,chr1,111988937,111991151,37.73743447543223,0.8302282348775757
chr1:44820657-44821113,chr1,44354985,44355441,0.3649003101908455,-0.27505815602298295
chr1:111682227-111683303,chr1,111139605,111140681,0.29345843532211036,-0.03603587214523051
chr1:145990812-145991204,chr1,145487174,145487566,9.865365894477925,3.0306633333073467
chr1:227916425-227916736,chr1,227728724,227729035,2.4535149960557128,0.7878049513916048
chr1:220267314-220267934,chr1,220093972,220094592,0.20575299577360423,-0.1045659882188444
chr1:149783524-149784024,chr1,149811969,149812469,1.0955192006585868,-1.8164789788092188
chr1:38461584-38461988,chr1,37995912,37996316,6.581483796150804,0.25186381036508837
chr1:27338879-27339441,chr1,27012388,27012950,13.808354810323175,0.9302300434933543
chr1:37980071-37980565,chr1,37514470,37514964,0.3537675932709296,-0.13254281415291333
chr1:91176404-91176701,chr1,90710847,90711144,12.835969173456533,1.643688050472957
chr1:6614136-6614835,chr1,6554076,6554775,0.08981183393895638,-0.43592663647053786
chr1:156720747-156722069,chr1,156750955,156752277,0.034615364424519686,-0.4967989785662874
chr1:200589552-200590124,chr1,200620424,200620996,0.06625262285490276,-0.5119744171120287
chr1:165910640-165910978,chr1,165941403,165941741,4.049145716394514,-0.08128231473363685
chr1:53018258-53019599,chr1,52552586,52553927,0.3996155906522887,-0.5079039490777278
chr1:182025604-182026511,chr1,182056469,182057376,65.31161052777746,0.9980028777901192
chr1:246887264-246888028,chr1,246723962,246724726,0.5218160776073886,-0.5468219110722071
chr1:55229992-55230369,chr1,54764319,54764696,0.036089643626215896,0.036668710047396524
chr1:8395343-8395635,chr1,8335283,8335575,1.562393575729967,-0.0982271152003079
chr1:27560705-27561707,chr1,27234214,27235216,0.09151423688105481,-0.10313473725263915
chr1:107682889-107684463,chr1,107140267,107141841,49.35382637769041,1.9354608150804298
chr1:40253683-40255172,chr1,39788011,39789500,124.68250943806963,1.7334646578227655
chr1:19577884-19578708,chr1,19251390,19252214,0.09458796402633948,-0.2731994539625443
chr1:115053060-115054264,chr1,114510439,114511643,2.795643364598823,-1.3273369784602806
chr1:3321269-3322310,chr1,3404705,3405746,3.5993891979603134,-0.03465035133596021
chr1:40105010-40105707,chr1,39639338,39640035,35.683222345775654,1.795855762473083
chr1:206223537-206224028,chr1,206117302,206117793,5.35535803273764,1.0802973042713593
chr1:114695136-114696672,chr1,114152514,114154050,23.68995839685683,0.7772763968386007
chr1:38455232-38455769,chr1,37989560,37990097,0.11491849118127719,-0.5762100267121926
chr1:6305148-6306463,chr1,6245088,6246403,23.40584732143386,1.0825672415376557
chr1:249200252-249200721,chr1,248906053,248906522,1.3071239482577903,0.2479794294637733
chr1:46151751-46153080,chr1,45686079,45687408,0.6868111076279797,-0.32167060149717985
chr1:174968490-174969624,chr1,174999353,175000488,0.5203367468951731,-0.3548460317265156
chr1:8085554-8086854,chr1,8025494,8026794,37.843128764569805,1.232723164292829
chr1:22210992-22211318,chr1,21884499,21884825,0.1887155993387732,0.013098114006838801
chr1:147718156-147718915,chr1,148245885,148246644,7.304356188317653,0.8133364939388277
chr1:51810327-51810687,chr1,51344655,51345015,4.973570072319457,1.0447744653222393
chr1:54518601-54519299,chr1,54052928,54053626,1.2716711926381006,0.054248687695739685
chr1:84464223-84465232,chr1,83998540,83999549,11.791671511248131,1.2467989564922448
chr1:22109129-22110261,chr1,21782636,21783768,0.5465537276517025,-0.4541793235109692
chr1:149811754-149815044,chr1,149840182,149843477,0.6394415368356096,-2.131988238547476
chr1:162039450-162040052,chr1,162069660,162070262,0.502237224971963,0.11495189859550346
chr1:29213438-29214300,chr1,28886926,28887788,1.0145729443882034,-0.2761180446920506
chr1:12676983-12678642,chr1,12616978,12618636,3.1890465324615858,0.40221091032291173
chr1:233749373-233750314,chr1,233613627,233614568,90.44771058851643,2.5472815351631675
chr1:225965330-225965734,chr1,225777628,225778032,0.15425195203778566,0.004663120618832353
chr1:173683985-173684403,chr1,173714846,173715264,0.7266787589131095,0.016117216112668763
chr1:217804267-217804477,chr1,217630925,217631135,0.08165501349295931,-0.283874749115655
chr1:3540767-3542241,chr1,3624203,3625677,0.6140085242644803,-0.5075524289890823
chr1:27854416-27854963,chr1,27527905,27528452,1.2507533789245786,0.4163927788908547
chr1:109756442-109757098,chr1,109213820,109214476,0.1288106207375522,-0.3989787963175966
chr1:33745741-33745990,chr1,33280140,33280389,0.7125503741052777,-0.009752926450401996
chr1:84944932-84945350,chr1,84479249,84479667,1.4318793594309187,0.6552464936654779
chr1:223936342-223937044,chr1,223748640,223749342,17.575391078798383,0.9590297957835897
chr1:71512224-71513804,chr1,71046541,71048121,21.620616518699293,0.6584810318303188
chr1:54940346-54940753,chr1,54474673,54475080,0.35450026903954646,0.1892255574012483
chr1:7022001-7022308,chr1,6961941,6962248,18.1667545731371,1.0439692920809054
chr1:205537751-205538443,chr1,205568623,205569315,15.49246555293145,1.4330421507796138
chr1:221915474-221916804,chr1,221742132,221743462,0.010820226177839145,-0.4874219737104661
chr1:150521349-150522368,chr1,150548873,150549892,5.664487314582543,0.6620198008928424
chr1:248100325-248100726,chr1,247937023,247937424,0.23738496950453408,-0.004857006055040967
chr1:114471965-114472899,chr1,113929343,113930277,2.4364637621709826,0.44230233154415055
chr1:62119874-62120093,chr1,61654202,61654421,1.190483174798343,-0.011767785999227095
chr1:25593957-25594487,chr1,25267466,25267996,0.9025391371501247,1.6118703741846725
chr1:227163739-227164237,chr1,226976038,226976536,1.287875010561386,-0.021739912724782238
chr1:20208807-20209462,chr1,19882314,19882969,0.14301028810987199,-0.13040899054575186
chr1:21763070-21763416,chr1,21436577,21436923,46.439764649747275,1.9703899007914356
chr1:10853894-10856964,chr1,10793837,10796907,10.834655020526416,0.3045900178181255
chr1:48937304-48937683,chr1,48471632,48472011,20.538671450351124,1.8809930746781827
chr1:45241013-45241900,chr1,44775341,44776228,0.7077546151813693,-0.7901561439509504
chr1:110051954-110052505,chr1,109509332,109509883,4.030116836873543,0.4920836436286724
chr1:150601710-150602201,chr1,150629234,150629725,1.2550308059232165,0.38820233044960245
chr1:26758492-26758856,chr1,26432001,26432365,0.1477571517751473,-0.41178268675135143
chr1:235324264-235324717,chr1,235160949,235161402,0.8949652210791199,-0.940890726973072
chr1:28696041-28696731,chr1,28369530,28370220,0.11645648873184411,-0.5835599613920336
chr1:17746200-17746547,chr1,17419704,17420051,1.0121505613639579,0.1637934574563659
chr1:19043390-19043828,chr1,18716896,18717334,54.019453636638744,2.165713017101993
chr1:214158726-214159080,chr1,213985383,213985737,24.909666419659104,1.953521338002703
chr1:197887088-197887791,chr1,197917958,197918661,22.70861106586941,1.706132871878803
chr1:59012326-59012577,chr1,58546654,58546905,0.6578987554657592,0.3089444631219687
chr1:207494543-207495364,chr1,207321198,207322019,1.41186831433789,0.23616054765218047
chr1:42921716-42922575,chr1,42456045,42456904,0.7813335227804216,-0.26082555016947717
chr1:2574030-2574864,chr1,2642591,2643425,0.3868386019926666,-0.189224191933215
chr1:203044722-203045390,chr1,203075594,203076262,0.8369203408962659,0.4628382065840724
chr1:47881896-47883065,chr1,47416224,47417393,124.77562335873893,1.531173727403814
chr1:2997272-2997473,chr1,3080708,3080909,0.6496907596471985,-0.0031163599357113872
chr1:40769186-40769871,chr1,40303514,40304199,0.2080797533841045,0.011556194063303151
chr1:10895895-10896117,chr1,10835838,10836060,17.410446099350928,1.9343427634061539
chr1:15250373-15251545,chr1,14923877,14925049,57.23625211222867,1.5053423040340346
chr1:11333259-11333547,chr1,11273202,11273490,0.08030022039803654,-0.7798863776821534
chr1:1072369-1072847,chr1,1136989,1137467,0.4932494966201314,-0.5210934583603519
chr1:242686916-242687476,chr1,242523614,242524174,47.033546742232815,2.1899219313145677
chr1:1474962-1475220,chr1,1539582,1539840,71.94634144645825,1.995614099685441
chr1:44679003-44679465,chr1,44213331,44213793,1.0966389852686362,-0.07359769476049699
chr1:228345377-228346700,chr1,228157676,228158999,2.190637341687205,0.05920942773430531
chr1:228658937-228659152,chr1,228471236,228471451,27.38022254806391,0.5734443923042541
chr1:161087722-161088112,chr1,161117932,161118322,0.2615299257420296,-0.12775554719837307
chr1:68628999-68629202,chr1,68163316,68163519,0.4686610275718578,-0.04187825631478662
chr1:229542943-229543770,chr1,229407196,229408023,18.452924773879992,1.0680845300561856
chr1:62207827-62208818,chr1,61742155,61743146,37.1807287881266,2.2480620674321083
chr1:247274585-247275757,chr1,247111283,247112455,21.61574841870844,1.0412778698517737
chr1:33625259-33625527,chr1,33159658,33159926,0.10979949598163562,0.024314604988313435
chr1:43833828-43834137,chr1,43368157,43368466,0.5813868957431664,-1.7026790911569865
chr1:6086244-6086494,chr1,6026184,6026434,0.07713008052335191,-0.7586503129390538
chr1:149146208-149146697,chr1,143651544,143652033,40.58923498973873,1.6218049840561761
chr1:208416489-208418016,chr1,208243144,208244671,2.112478401053623,-0.06711671224342307
chr1:214454096-214455047,chr1,214280753,214281704,0.2576674568330899,-0.5296156862036481
chr1:41706957-41708327,chr1,41241285,41242655,0.34590775741874397,-0.030961104829248423
chr1:32228347-32230252,chr1,31762746,31764651,1.64235638546276,0.17255130925881584
chr1:18691874-18692081,chr1,18365380,18365587,3.8590255528475854,-0.13070294082397207
chr1:49364554-49364870,chr1,48898882,48899198,3.3549645741653378,0.10332950038971417
chr1:2929155-2929376,chr1,3012591,3012812,1.2866490818225802,0.40469716012476253
chr1:26672445-26672650,chr1,26345954,26346159,0.6956441029941013,-0.012099697879870313
chr1:13909606-13909842,chr1,13583111,13583347,19.16359286719344,1.0974112047315896
chr1:11919115-11919555,chr1,11859058,11859498,5.695436301848332,1.267391804138688
chr1:31712078-31712812,chr1,31239231,31239965,9.395638010246156,0.6755571597505088
chr1:178693968-178695075,chr1,178724833,178725940,1.4646928011765914,-0.03538466589492509
chr1:156308173-156308442,chr1,156338382,156338651,0.42079724675169794,0.09846189015230841
chr1:46954793-46957121,chr1,46489121,46491449,91.48737101583109,1.4503797518450567
chr1:36554325-36554955,chr1,36088724,36089354,1.5055960535643136,-0.009176945903019134
chr1:3163969-3164643,chr1,3247405,3248079,72.67547396926821,1.7152020020801562
chr1:228890742-228890951,chr1,228754995,228755204,13.580628872897263,0.34475152527188946
chr1:26686516-26687281,chr1,26360025,26360790,52.47150127835873,2.0896700522164484
chr1:26632836-26633316,chr1,26306345,26306825,0.10208641239970966,-0.6922805795469854
chr1:1634252-1634690,chr1,1702813,1703251,-0.0,0.0
chr1:33814783-33815770,chr1,33349182,33350169,0.6905079146407331,-1.0511066348357396
chr1:236767361-236767998,chr1,236604061,236604698,1.7015884247109159,0.2922621806373925
chr1:205561089-205561473,chr1,205591961,205592345,3.504788728521546,1.0686923189196582
chr1:11589838-11590044,chr1,11529781,11529987,0.11836897759724103,0.008306524141503666
chr1:109419544-109420038,chr1,108876922,108877416,0.8619142270503639,-1.1419012867016725
chr1:4832351-4832553,chr1,4772291,4772493,0.9921612035336851,-0.05188948028564079
chr1:37939723-37940650,chr1,37474122,37475049,0.1533301416939862,-0.5140211149653225
chr1:226829582-226829803,chr1,226641881,226642102,1.1968869153493262,-0.06568467757038363
chr1:104068487-104068913,chr1,103525865,103526291,0.7047382740149252,-0.16321799843354295
chr1:54870853-54872476,chr1,54405180,54406803,0.15221517788323724,-0.0682292899960713
chr1:145516038-145516637,chr1,145918451,145919050,1.5593355051928253,0.638374695646773
chr1:41961850-41962316,chr1,41496179,41496645,1.1725258651622825,0.16892516562286106
chr1:120165302-120166626,chr1,119622679,119624003,1.1007100550449642,-0.0065896594258202604
chr1:203764568-203765293,chr1,203795440,203796165,0.25851698759116226,-0.8565897328119254
chr1:148555640-148556626,chr1,144461026,144462012,15.416265812993993,1.1699802959104628
chr1:247289663-247290225,chr1,247126361,247126923,,
chr1:2066367-2066666,chr1,2134928,2135227,1.9801455272988222,-0.03206157886788723
chr1:236305534-236306674,chr1,236142234,236143374,12.89032477768696,0.787136912892241
chr1:47696504-47698197,chr1,47230832,47232525,42.28907470547995,1.8607396519549322
chr1:45097281-45098049,chr1,44631609,44632377,6.068032467780664,0.7078725228199798
chr1:6301695-6302856,chr1,6241635,6242796,26.556799738346378,1.474298808680237
chr1:68298371-68299315,chr1,67832688,67833632,6.366014402061888,0.31861315534490336
chr1:112281052-112283277,chr1,111738430,111740655,11.184433236191179,1.0610324218118834
chr1:33815950-33816193,chr1,33350349,33350592,0.5038297902067589,-0.2016178809254004
