,Beta
cg22188058,0.025742775418244622
cg13419791,0.016415267613562545
cg15248591,0.018709904512674885
cg11605771,0.021652867596460873
cg06703304,0.0262681172793028
cg25949958,0.03254645091901648
cg27569446,0.012603714235577637
cg07996548,0.024039719803073113
cg24345715,0.015117754421094242
cg24629445,0.017154027947146436
cg14387545,0.023534354042339996
cg25525087,0.02126447543985234
cg25625872,0.012496573199630184
cg21278787,0.02313646223451079
cg05353131,0.02593644062956029
cg07441156,0.023022040576762725
cg11752832,0.02415396581934168
cg05292799,0.029138452096336937
cg07666734,0.033682584112575235
cg03915298,0.017625326319115064
cg25034908,0.020528886573173054
cg27148665,0.02115834589180932
cg20794750,0.018145697639670954
cg22702618,0.01811296330760243
cg22466350,0.022481622067946905
cg06632528,0.02931099833380944
cg01726902,0.01386389193221471
cg21586243,0.02044892832780923
cg12837057,0.01527594869566345
cg09130162,0.01902910263206606
cg17076789,0.020716415015625017
cg24341299,0.02498254434368485
cg12234426,0.01694173491282197
cg05991331,0.035442298572459285
cg19779116,0.024671713591765156
cg02182571,0.02138922174467347
cg26059836,0.024754182376754027
cg13999501,0.027891734780160958
cg07694848,0.03737398039207364
cg11329827,0.017942932423024815
cg05561993,0.011109371293036806
cg07791464,0.016714591005342356
cg02700454,0.016354070473079605
cg25908973,0.02050005512910384
cg22014737,0.0225385680333356
cg04211818,0.020351681240225253
cg17822314,0.012637846727235861
cg09108797,0.017700538767163158
cg26892394,0.01831047265868439
cg14264380,0.012286952854478752
cg07795790,0.016429072573093954
cg18420143,0.02022927674811397
cg00965052,0.02792777025964591
cg13744868,0.022038758132212198
cg25060829,0.022055250529459544
cg02067846,0.016546776740465605
cg24398932,0.013614138802455648
cg22670349,0.02401086241557776
cg08171937,0.02355833302149863
cg17317180,0.019276751794529028
cg25665590,0.03180782424233148
cg13382000,0.022132394379389613
cg22126266,0.02633656122811076
cg27372468,0.022217629099856525
cg22256664,0.015847002234547537
cg18665732,0.01628615521275264
cg17767945,0.0242039947125612
cg25781202,0.018498157641326157
cg01400516,0.022957090123205168
cg19350420,0.027164626925228693
cg07817320,0.023692046404411155
cg01102158,0.029680599207774376
cg04836792,0.025932693307979565
cg24980458,0.02341801072452904
cg26246897,0.033225039102533126
cg21497602,0.017094739604292176
cg23587717,0.028490750994156423
cg13703087,0.021234054639987576
cg03562044,0.023537379546343794
cg06532037,0.017160579705508452
cg04156970,0.0326750404218537
cg15522728,0.028453463617463693
cg24224153,0.03281328406282612
cg05485589,0.023957783912856474
cg21478222,0.032348382606330946
cg16085178,0.029355573867041202
cg02375499,0.01816369777620645
cg25091458,0.01924508991564617
cg22330165,0.013975835941117164
cg21930399,0.014051939548131052
cg14538441,0.024481184505172386
cg17759086,0.018538586889795223
cg24484856,0.018902110802866464
cg23259435,0.027580332947311183
cg14833254,0.0165145634051448
cg23558158,0.02525190466297456
cg10500579,0.02454313019594354
cg10651537,0.023502954443406866
cg17102069,0.020281499807699423
cg04733826,0.03144398024241594
cg02674662,0.02302655705057306
cg13470477,0.015304316074729249
cg23248587,0.027794719365750155
cg10833620,0.030337744306833978
cg26607641,0.031036360981129503
cg03403116,0.020464033546839202
cg00179787,0.03565936748545688
cg25952997,0.03379405887814563
cg10062221,0.016691131957739885
cg06083734,0.02465754407872258
cg03753066,0.02672370880588882
cg07976644,0.01994241241823131
cg26625629,0.028770765071410583
cg19735439,0.024822762855329118
cg04683476,0.026201121958608017
cg24412744,0.02400850473494476
cg21176130,0.022802741219259594
cg07623022,0.022950676014694624
cg15594905,0.028450256418635623
cg26084005,0.018137535555571863
cg19730687,0.01604613822909698
cg07948599,0.02344284671858709
cg01689892,0.024994420912784813
cg10231742,0.027662104869600076
cg24614854,0.015448140739509515
cg05209770,0.027529841880243027
cg14189245,0.022794368022478587
cg04014864,0.024914498228814787
cg02951674,0.01818361192597681
cg11702456,0.027235986699232353
cg10987792,0.017125798380783566
cg05687115,0.022655202970839904
cg03585549,0.013620224242430723
cg13986200,0.022202513679944892
cg09783236,0.026199456290248765
cg01305441,0.01775712802229831
cg05404701,0.020431329508867918
cg06025267,0.03123303117211976
cg02788597,0.024209969532527357
cg26820233,0.03666659209978993
cg02344820,0.025644486862800582
cg24110389,0.011729039011388137
cg13416213,0.021965405631039676
cg05214690,0.0313806138680482
cg06711621,0.02642442895936665
cg07000245,0.023161131845410514
cg02506923,0.02662662047507068
cg20642906,0.025018668787273723
cg14950576,0.02650250378239313
cg15399923,0.0261772860903272
cg04996219,0.02323741885178534
cg09659514,0.015491101496615114
cg07768107,0.02646922667952753
cg10769251,0.021753747000460663
cg06423533,0.015586914869183247
cg25221653,0.03284981849069405
cg13181052,0.03538204708333091
cg18865999,0.02626650767238106
cg24609752,0.02054867074588083
cg16095615,0.017175116127455294
cg21975824,0.016626328905618187
cg05085973,0.01504765204027481
cg22221222,0.03256680252414683
cg03950669,0.017534696812320255
cg12887701,0.020312908436966676
cg10638605,0.016678740105860963
cg01077085,0.013587667881479186
cg18005222,0.03592384998499553
cg17935035,0.028030718272608553
cg20751795,0.01718677776850903
cg08745599,0.01664208313823248
cg10683958,0.0228419747570772
cg16611005,0.015051523619829211
cg06247015,0.0230476403253093
cg14226678,0.026032702407606405
cg00586214,0.02005789336254352
cg03935432,0.027291515000846374
cg16924702,0.028497146719786818
cg03787849,0.026215101761730714
cg27317265,0.03039197009892036
cg11893236,0.02486598044100909
cg06716684,0.01484970772740512
cg16688046,0.026434508479783323
cg01002634,0.027683624071012877
cg26633994,0.02419591722998035
cg05903985,0.03334846535188255
cg01608167,0.026392757461419423
cg14134710,0.015278768370320868
cg26665891,0.021565200922861925
cg12891667,0.025925370232560134
cg00855938,0.024640298999298597
cg07148880,0.014963969434552303
cg26082557,0.01747997099442502
cg06892635,0.018387747884193575
cg13338302,0.01633236820559122
cg12656475,0.022611592615157786
cg01236325,0.019400234037614834
cg03771878,0.023990912477587677
cg08781740,0.031210908290116062
cg16277835,0.01849891287456928
cg07231955,0.0231155777480767
cg01810502,0.021223248720457485
cg14453612,0.03451792313953924
cg20672744,0.018851464595981127
cg17036833,0.027743812276060806
cg13741871,0.02861726733214556
cg17122244,0.031133785595192132
cg04657831,0.012512522080482437
cg00045303,0.027494629692670417
cg02299205,0.016805086495064212
cg21761844,0.012816982486463383
cg25360929,0.024543254808775228
cg19830147,0.029684565175891228
cg00222601,0.02385971557208681
cg22748630,0.0297870647453819
cg11464285,0.02205902654310224
cg12433062,0.016939563649549783
cg21837443,0.031019463777978006
cg26037945,0.028768779494264006
cg16420636,0.017147609345725415
cg07455468,0.011218419956493508
cg27250759,0.026337993040804142
cg03282686,0.01567218587519784
cg07647798,0.038196546634349654
cg16039960,0.02622853559086333
cg25480379,0.025524593688056492
cg10853137,0.021686699393902796
cg20564664,0.027396641189100804
cg11138929,0.021548851746829217
cg17631042,0.015058147123146452
cg23217622,0.025628943161589358
cg05871997,0.023710666500432923
cg11074378,0.020148893185114744
cg15083933,0.013450101327153486
cg26762198,0.021268318990410224
cg08467185,0.02500036329991437
cg24661986,0.02516757814566044
cg15687240,0.027738745840044737
cg08283932,0.021187182825298034
cg10459127,0.01783096423530673
cg00399938,0.0210117662326335
cg25279059,0.029720007287388443
cg02947021,0.01892281910848712
cg09266468,0.020123808341516176
cg15459780,0.016596710538195003
cg04135861,0.023517662753052993
cg25890275,0.02036654048973183
cg22832527,0.0209808903796134
cg04409932,0.018844338292263074
cg01142386,0.030143086912554715
cg13806231,0.02169092012522758
cg02128139,0.016494724885663396
cg06675341,0.021251304175745677
cg13354228,0.025497319547722736
cg19077271,0.02253917027525066
cg01142001,0.024322957603523262
cg27326452,0.015966090343739817
cg02190253,0.014857386678088495
cg13763308,0.019823704123302983
cg23938213,0.02850524237532763
cg10372372,0.0221678947999852
cg21353292,0.03334887817027489
cg08355316,0.03043931505525292
cg15007391,0.014292944965858131
cg19376709,0.019195390432317282
cg04960951,0.027056463052061254
cg03295096,0.019638583449747633
cg00700007,0.023483227497331106
cg08826264,0.024764729373609278
cg18204675,0.03249927257578926
cg22857726,0.023159019576250547
cg10722938,0.021161894853799147
cg17516889,0.023250435679321817
cg22223430,0.018299577251875164
cg05890887,0.011635502252965094
cg04130928,0.016834586789948588
cg08865097,0.02920298261586816
cg24848557,0.014688232851453388
cg06977068,0.018119128420156397
cg12378722,0.020968456263445838
cg03668748,0.01628593090351818
cg13617705,0.03178158817904744
cg18821485,0.024315895524349526
cg03122453,0.024687658053730303
cg21767554,0.028197410862840194
cg16219416,0.023653151674025624
cg03162923,0.028227498514494215
cg18838581,0.01563078935747154
cg21155380,0.026575320489693948
cg23120805,0.012888075680087352
cg10767168,0.016796307072696418
cg12780678,0.032823727291153494
cg21870731,0.02663519836625232
cg25319031,0.017733819259198827
cg15025769,0.014529381696031936
cg11186962,0.013932221433259338
cg10069277,0.020851671524183327
cg08663092,0.013898845799439157
cg03645581,0.026694711715538964
cg00383290,0.023286393010710164
cg04133023,0.016862342482787132
cg11325604,0.034291629846450684
cg26655295,0.02986426437440827
cg04414928,0.01811758914827736
cg16101572,0.01857706665248525
cg06061049,0.014188298395497779
cg02169446,0.03048960387245968
cg04465286,0.0275499418658704
cg24273718,0.0215086857164631
cg14451452,0.010954839529356811
cg25451306,0.027096668242208043
cg27488751,0.026744129200355876
cg03712758,0.0303422536759246
cg03151651,0.02537560234375587
cg25543676,0.033107935066148106
cg25977958,0.033925059161240625
cg05134500,0.01682608000331056
cg18454701,0.02057564525202434
cg05555643,0.028549684122158615
cg16577123,0.023208102048413677
cg24349573,0.014532336215796235
cg13466565,0.025207670214296502
cg20644253,0.017841793807867316
cg11639849,0.023407166058151196
cg07151445,0.01486994449298459
cg21954173,0.012781241170761131
cg10838664,0.015612637420138053
cg02581421,0.025987867914927652
cg25371538,0.027838109428206442
cg08278357,0.013627227796176691
cg24221947,0.023995880935747102
cg00418882,0.03624385203404647
cg09474175,0.014413114970974137
cg04789385,0.01394979703206493
cg23953233,0.024614814018012496
cg19617792,0.022466826751207952
cg14513226,0.031889117037270806
cg08782897,0.019019655102944635
cg27477373,0.039156842343990174
cg05366459,0.025041609510814643
cg12271966,0.028484695298509298
cg10503284,0.028383714358933543
cg14517108,0.022703994433044702
cg27243603,0.017230498389351253
cg00646883,0.021515656011829663
cg21224834,0.018543734256412876
cg17045869,0.03478778090118103
cg18169187,0.01653014456740556
cg19437341,0.019483097783056274
cg06752340,0.02429621908109242
cg11772151,0.014627572561635964
cg23279460,0.027798480951395053
cg09042026,0.014529565592666008
cg19963728,0.02668164532183225
cg14940449,0.014430927271435226
cg00287370,0.01514997306659976
cg04787325,0.03225477051269988
cg05396057,0.016831425678816913
cg24131747,0.01955709889932381
cg20402074,0.02778652522918888
cg26279152,0.02272371084479156
cg05629378,0.019290609229875605
cg26155475,0.017898002244604312
cg17637107,0.023163283636238475
cg10637512,0.03534590788798474
cg21356179,0.027223402675553114
cg27313662,0.025430349400081858
cg18757242,0.026271070379188872
cg10138041,0.017114789697047487
cg15337700,0.01891215916233757
cg20852890,0.01431210824943958
cg11178443,0.02081501356770332
cg08738430,0.02567817566594846
cg17745163,0.023929823755152173
cg17393267,0.021364751630122455
cg02020296,0.03075114267244041
cg02930207,0.017684767568723662
cg22154182,0.034030319750072015
cg15466569,0.026578842833053496
cg25386802,0.016870211051108374
cg23617786,0.013831765291940872
cg06862062,0.026934421859507805
cg05916588,0.025458994539219185
cg20179892,0.013798330259628995
cg13493559,0.015257005721209112
cg16934178,0.029885085721027625
cg02285115,0.024999291821247046
cg26015401,0.021498968141266034
cg13524819,0.017456320707999587
cg08105748,0.01626283405147449
cg14719188,0.02085355397565813
cg14660839,0.015541292508358055
cg11864882,0.017029805294019783
cg27405086,0.020740034480613855
cg24783234,0.02741476383239844
cg21143197,0.014865165815805683
cg02112122,0.027290391500818568
cg01306510,0.027738681711138514
cg15085223,0.03073722225626344
cg22546686,0.026917359084480154
cg08393086,0.02828738955006916
cg02974931,0.017626746062477557
cg14388783,0.01978180847498523
cg14374504,0.027258688902772155
cg18437068,0.021577145881893887
cg21915970,0.032398998643667104
cg21830313,0.033811030054963886
cg02247183,0.02362396532355267
cg13628532,0.022034926511525745
cg16830966,0.014091157710076005
cg23352579,0.029174258639016945
cg22401939,0.02518998047497898
cg24288463,0.016120059285512946
cg00992913,0.019573547676657147
cg21722058,0.03147456880298597
cg03150463,0.015388140949530333
cg20270172,0.033558328565478975
cg13173909,0.02413481235173928
cg19954537,0.03657330024308075
cg21968591,0.027867943858043958
cg14771810,0.015850898154748123
cg10942903,0.02765339905528611
cg02117565,0.020916366983830287
cg04364453,0.016197815989259564
cg06517759,0.018260936845292904
cg12696666,0.017730612885921544
cg21335187,0.022565997937107344
cg07075840,0.02712370458469265
cg20771178,0.018415882203440214
cg05692826,0.01955627490981592
cg13101624,0.014490492522065369
cg16397480,0.025173495195367462
cg07762054,0.013980718586934204
cg06706454,0.021002039443845343
cg07310525,0.0271736615529739
cg22782191,0.029994499704889235
cg09211893,0.02487904233430679
cg03017104,0.02724367808224234
cg23465989,0.020668373019629357
cg07364638,0.02193965753031218
cg02774070,0.02033333027967375
cg13739279,0.026546921184045034
cg03242360,0.025419204740318137
cg07395094,0.02611864649919853
cg18359952,0.023499935451644333
cg26298272,0.023446074338706033
cg03856748,0.024991170328445608
cg21007116,0.018619848424545084
cg22897353,0.027187448713542367
cg20461999,0.026640760795080404
cg14886078,0.021860738547495356
cg21316470,0.01957617164188283
cg10649734,0.025985429112450307
cg06987881,0.026781737974496005
cg27219598,0.03426974428213152
cg00150737,0.021320894053373094
cg14022137,0.01889028770213541
cg12066905,0.02628270031557764
cg05205152,0.023646175955333446
cg10961055,0.022037010933964204
cg18634342,0.024056462575536307
cg21940568,0.02756062570744939
cg23544545,0.029796855032136107
cg10694442,0.028186863519941135
cg13531837,0.024408758018095486
cg02329767,0.025104420143692636
cg25486143,0.016966257732091223
cg07113065,0.03496485607950439
cg08424587,0.023635427969633926
cg09428537,0.02394568909515172
cg07483119,0.01873165429961576
cg13612958,0.02788720787248321
cg21718857,0.021201475145292657
cg17545146,0.018204416476877223
cg01557749,0.021156883800582456
cg14593867,0.02128227556668847
cg19467356,0.020066572559244874
cg24660030,0.03985346430583878
cg13352650,0.02946956343211973
cg19504658,0.027090175346045894
cg13913917,0.01970312294516825
cg08526825,0.015393941035780059
cg19670286,0.017268274593959406
cg02716173,0.02901426644523822
cg05918679,0.019906593066144868
cg19695565,0.02329036936335018
cg19517467,0.03393806302612015
cg15246232,0.025836884795228422
cg20109393,0.017066611901322193
cg02553987,0.018582775496779762
cg03229887,0.028486167937636052
cg03943717,0.0270617156536048
cg11014070,0.023986914325270392
cg25524784,0.027705700019194604
cg07778080,0.024016335757426715
cg03309347,0.013800474869583527
cg10741399,0.024510908955978582
cg07346676,0.024234964847299624
cg03816593,0.02382746275432128
cg02470736,0.012691633853776066
cg18873037,0.03262113039194361
cg04199943,0.025354675056490358
cg21347053,0.01893052260429925
cg13576739,0.03081563148190146
cg19586159,0.022966908040064477
cg04348427,0.016542186716753483
cg03658716,0.026055403310491932
cg22676424,0.024290414685942844
cg25436985,0.016399505720121426
cg00244524,0.021927866857203347
cg16135470,0.027968353820604305
cg07520158,0.024237396861516717
cg08808402,0.017147288060686234
cg15542798,0.020690345542608898
cg12258919,0.023072056355746825
cg25110530,0.020382524289726336
cg02915570,0.029852859855265017
cg19213955,0.018852206487107427
cg27503573,0.023570307939319544
cg05840118,0.02443175493248128
cg13611347,0.023656216816642324
cg25531679,0.031101539656290037
cg13101872,0.029515039389540414
cg11312090,0.018882845137179853
cg15123881,0.01704172533144599
cg09181339,0.03642644722644679
cg15864181,0.01927876380985804
cg08345776,0.017172042136616734
cg10632429,0.014518083699481094
cg11831058,0.024463115616788236
cg14915749,0.014719197453477655
cg23643471,0.014302534548361407
cg12375025,0.012792145785514285
cg14025978,0.031577035137012224
cg14633527,0.022528606155006133
cg08711013,0.02725727274902901
cg22035166,0.017535954224821425
cg05602854,0.01840454689152383
cg26021103,0.02437354252967293
cg10485612,0.023497865426099857
cg19075239,0.030003862977985057
cg08701515,0.02253382466413875
cg02562519,0.025983390125561834
cg12379294,0.018206214847852602
cg26910205,0.027399587555174403
cg00751253,0.022970575673432594
cg08848324,0.024235937601639092
cg06001881,0.02603965239927176
cg26818792,0.02797757894663402
cg11547355,0.019765613789649406
cg13425637,0.020954194475402865
cg12940104,0.02528030473502382
cg27487839,0.02794445938796486
cg13343486,0.026484816727633777
cg08425065,0.028640376273649525
cg24040570,0.021974122592021764
cg26272237,0.025590872537964694
cg15456646,0.03804231346552268
cg04363624,0.02042753087706509
cg05825158,0.017546658866313927
cg09502511,0.020715969627581696
cg15794252,0.020025920895917232
cg03166550,0.02442704217199499
cg06606198,0.019487385496245943
cg14957497,0.025701536749426677
cg18282812,0.01593261522250899
cg20269997,0.019883005779080507
cg06869415,0.013993795075316671
cg08890828,0.021809016442056982
cg10044765,0.016570453986815767
cg12022895,0.01543660443021157
cg25756435,0.019556301572954137
cg09281601,0.016099859350770705
cg04556542,0.0376050810694688
cg07482870,0.02030592064176595
cg21871465,0.030972762546474818
cg11897279,0.028967979404600976
cg20848390,0.01380909458798264
cg15623149,0.027844626832670433
cg21189099,0.013059841449890102
cg14461913,0.022732474982341586
cg04323069,0.02442724467210998
cg02466926,0.02733032666972261
cg04706904,0.028929188471552656
cg01612187,0.02873347728012093
cg05557209,0.023086643538332396
cg14559881,0.0202028148331296
cg08790212,0.011771107675740869
cg23916050,0.02103325620805118
cg22365063,0.012049578389260133
cg06375534,0.017542930788262606
cg17780956,0.02084248694528079
cg07434447,0.024063828985034914
cg16738336,0.026368797830123306
cg00087799,0.025474133305438032
cg08371160,0.025116447594797416
cg03104356,0.030860279056658182
cg09112682,0.024178305555341912
cg22806837,0.016907234382961843
cg11336672,0.02994709747652476
cg08967837,0.025404930721848334
cg14127398,0.01867636557577304
cg08967802,0.016922237762984026
cg20546810,0.02505051551522471
cg09704584,0.010480046123302998
cg19791277,0.02669249700036097
cg11452354,0.030816969279796363
cg09063566,0.022833139761261365
cg27082486,0.034039215202604174
cg24200809,0.02585221516946727
cg03925497,0.021848792653291493
cg23204296,0.03157094846866145
cg06750635,0.013966682643036668
cg18109106,0.017398093549849284
cg01850934,0.025434224380200706
cg17753711,0.023533894159932872
cg17104900,0.024144685653654237
cg12989642,0.028435262625877582
cg15534501,0.0185065089919842
cg25925833,0.025302997194229078
cg17462356,0.01678268142203298
cg05216888,0.030984236865283385
cg18938469,0.016826082258735494
cg04209425,0.01909257758211488
cg12144374,0.026353907502035888
cg11800013,0.02511200634906878
cg03076324,0.015623917229768285
cg04963535,0.022281447527693583
cg21530552,0.013517215357997443
cg08447589,0.01623345211011554
cg12143125,0.01692443905451761
cg21389208,0.01612131811492897
cg20985486,0.018301788162572774
cg11741902,0.02319605673518964
cg08035105,0.027259457068297657
cg10527288,0.02850417164144815
cg21638645,0.021812026065512073
cg10518628,0.02682186783497797
cg07168392,0.02799068500718526
cg08298587,0.020472855073519664
cg26017457,0.02786994815547683
cg24743639,0.014119765954893018
cg13682704,0.01985448395534644
cg00072369,0.022905058075477727
cg24312771,0.024887077394204316
cg08897854,0.023549404365352373
cg06923622,0.016799014528520683
cg03348149,0.03692669445360592
cg24495844,0.03009780315014752
cg15766591,0.035828641224483884
cg06338299,0.0349963004302291
cg06597049,0.026506832647453883
cg14852238,0.015397830856316469
cg10438487,0.02308642604976537
cg02993630,0.032632030954436626
cg20686234,0.019056911371695545
cg22638597,0.022724887594618565
cg18308527,0.02372972936645057
cg23933032,0.02264922398192002
cg11963676,0.02976245364780821
cg22562194,0.02144556572924242
cg12810518,0.020833948321681058
cg04306971,0.020472736693391714
cg13582233,0.019973700061637862
cg08261177,0.02904595625230216
cg20263490,0.020153808221880808
cg17097950,0.02119007191186476
cg02577368,0.01920082037446058
cg23681311,0.021583908010934422
cg11189715,0.021084125640107303
cg01218945,0.02134841397680082
cg14933899,0.021090485011867346
cg07263984,0.027327545333426736
cg09667649,0.01873642728488084
cg03664800,0.023447650592196292
cg17976635,0.017758980501498805
cg10968199,0.023978933026707557
cg13458596,0.036085882394312194
cg11299660,0.01922087961626678
cg12591404,0.020052665203732178
cg21794428,0.026178183473441075
cg04360313,0.023457852423744943
cg02928029,0.020848254611167124
cg08151750,0.019011509266889867
cg12230728,0.01869303687149586
cg02004672,0.024213499156278264
cg00876541,0.029899190778259747
cg15653282,0.021348916948323703
cg21413905,0.030788569441768863
cg17379209,0.012924999235392849
cg17881958,0.029066453252064688
cg22908266,0.020445229479617046
cg02835742,0.024196992855996052
cg06877599,0.025694626828466436
cg18770816,0.025362305299892716
cg07413356,0.014274547940511544
cg01064573,0.025259365439288497
cg00754232,0.015961015004510276
cg10178263,0.01640284093045401
cg12600418,0.014799047215227805
cg03337243,0.01821099825692505
cg14256568,0.021783852705268024
cg06745083,0.02421177460946075
cg14274609,0.013813756203432344
cg01966344,0.02522558453029417
cg16802152,0.027624369942780596
cg04216395,0.019826071015586207
cg09861958,0.013181620649650234
cg12880250,0.03241883356943058
cg21388335,0.02869803646060112
cg27174387,0.020372708181908457
cg16257254,0.01797207607773984
cg21467513,0.019935204418516764
cg26483359,0.014471811588147549
cg05237001,0.025000218138033724
cg26601660,0.014939748393723595
cg04889106,0.021838935173676254
cg26692224,0.019734767283448394
cg10594237,0.027477953222859088
cg16761549,0.01949833257113549
cg14032204,0.025414488657350947
cg18004523,0.027933229193997225
cg01224891,0.01476228756401331
cg09127853,0.029849144378076852
cg04526987,0.0251339839932318
cg18060685,0.013409433899408697
cg15390554,0.01971817707484554
cg00576014,0.016529967337903722
cg18006085,0.02783796713318479
cg03830408,0.024314883506991916
cg26310240,0.029638604941742662
cg19724555,0.02020236477622804
cg26640205,0.028688001650275703
cg16741308,0.013205165124682143
cg16587988,0.015568038475758467
cg16951854,0.025720538412954304
cg00237391,0.014850111951678508
cg13465826,0.032456938802062886
cg16801540,0.024350032000343767
cg19510970,0.029612405303970878
cg18262958,0.018458028703351226
cg21568286,0.016785109876263332
cg15432125,0.01258199311407917
cg21825840,0.01248993962946389
cg04885673,0.01543070034083537
cg00478049,0.029306375635995502
cg06824242,0.03513664951962308
cg08597764,0.016950312272996648
cg00032227,0.02157016705630774
cg11066066,0.02320625870618764
cg08073142,0.01777423928208012
cg01080410,0.026022896150739393
cg13505011,0.01297854263851753
cg10715930,0.02357925168278953
cg26129545,0.02814167712506023
cg22814737,0.02716235871971862
cg11229079,0.01735357939571961
cg14508122,0.014837934559931513
cg27293353,0.0216142944617873
cg22856512,0.020545219364382493
cg13677279,0.016052147442425207
cg05978187,0.017461407474864448
cg05318102,0.030954155034267808
cg12586210,0.02519335999391181
cg05173698,0.023285690556983124
cg08092965,0.020483640839290797
cg27385940,0.028522199692156393
cg05605149,0.025045128526468112
cg18577280,0.025153606411560784
cg16247644,0.01637082535967354
cg24295551,0.015839717032158578
cg01270451,0.01779640626722632
cg22277636,0.02755104426838601
cg14404812,0.020286949223481846
cg15946310,0.02953555868219999
cg06752054,0.03604605691495426
cg15174463,0.026545589735802008
cg12634986,0.029786165031631402
cg08022315,0.016876022630184777
cg25281183,0.02456803790198738
cg25390476,0.022359804321350932
cg01812463,0.02717067880340402
cg12188482,0.02424122398694904
cg09299381,0.015310865069716307
cg01870903,0.031646074081693024
cg22396679,0.020889180401331895
cg08726005,0.022130498540065362
cg17840453,0.014892804497307179
cg08019564,0.01654976493101462
cg25432323,0.01936808995415388
cg26397881,0.02382167845027833
cg12181029,0.01597115185608531
cg18155633,0.024841425279949862
cg06889746,0.0338982658801451
cg22886405,0.026870658572516762
cg23106864,0.02920830071990176
cg05607246,0.018992839177758368
cg04920951,0.013930045395690179
cg05721253,0.02271625615931624
cg17194154,0.031236108019708924
cg09880724,0.025851428301391543
cg20016845,0.02789112664402086
cg11031889,0.028453578003956162
cg14558428,0.027003081325939614
cg26059078,0.024890151115645534
cg01453053,0.014540507328895075
cg05078238,0.02214670405887911
cg22105146,0.01786610454634571
cg06078874,0.01701912455106375
cg14774165,0.021444056093882165
cg07850967,0.01735353507442563
cg06545693,0.029053679880351648
cg23970798,0.019109994469919026
cg19910201,0.023106968292701154
cg26417642,0.02026124006644
cg26403559,0.020084428598669192
cg19076255,0.018242124012940425
cg12528144,0.01796009092970579
cg09381635,0.024505428413178827
cg06377152,0.018295429349635964
cg18607491,0.02434194881410301
cg15518622,0.03642587776568989
cg11512800,0.028138199269828745
cg09539800,0.02946998202944544
cg00141162,0.024953024768901565
cg09067818,0.026742381679853346
cg01602588,0.02721369422354876
cg11730100,0.028101769669224338
cg10125625,0.014552695452891814
cg13432616,0.03334759435905438
cg08475931,0.019964635179068803
cg10828676,0.017489574245163522
cg22308501,0.03792089156201827
cg01385230,0.013732797676598041
cg23368607,0.015709502598220893
cg18541417,0.019598395889832265
cg11265336,0.02011668422471141
cg09171381,0.02712786029246839
cg23898175,0.026138737121395514
cg06123855,0.022395535677899172
cg16025468,0.030163285011713566
cg25538602,0.01194311407694292
cg26831001,0.02210852541881471
cg27626762,0.01988809621508678
cg11838071,0.016238316543997496
cg13520931,0.01700644538453978
cg10994292,0.03195913078216422
cg16834537,0.022534329333277196
cg10251048,0.019966512591928633
cg22615462,0.013556713417330892
cg13879875,0.02135010667230452
cg11266921,0.013514345977482847
cg07857251,0.028939441827190972
cg12441052,0.018657556629278472
cg08331842,0.026386224934030627
cg08737152,0.02090887436211403
cg04541695,0.03332373801018719
cg24701104,0.026503265923315894
cg14677317,0.02510570513722331
cg24300012,0.02679878425415578
cg02263479,0.013498080325587778
cg09221932,0.02585008793804288
cg01267941,0.016721091580456288
cg17933765,0.01848722597220721
cg12796028,0.030102220367429953
cg18313116,0.024927159109123537
cg02804341,0.0337843240157263
cg11756837,0.028812827506119104
cg08065241,0.03025294433170597
cg23500724,0.02506391375013418
cg05384275,0.0206214580941948
cg11682216,0.02041125117234458
cg09463900,0.026918945761792212
cg15593809,0.030109827124842257
cg24717854,0.03007450514501047
cg23772395,0.02132219189755964
cg17895310,0.012392622480193422
cg00940261,0.02020155471716521
cg03837935,0.025897191366690497
cg27074985,0.024704538302630412
cg21226546,0.01817827768844978
cg16626280,0.018116401958366314
cg23456306,0.023977584966059746
cg10308673,0.024474331158881167
cg02007090,0.015799647376146645
cg12575751,0.027692885980281086
cg03330254,0.016134276218934436
cg22789900,0.01741120308434964
cg25228773,0.014434495686829744
cg11800383,0.02133520678482908
cg16421803,0.019670064903110497
cg05857826,0.01958085323042068
cg15440363,0.033049254763120685
cg09184730,0.03199493542005739
cg09206691,0.022355914492198276
cg11771402,0.027517786243117303
cg27656614,0.02205241042327158
cg17318632,0.037817474110265675
cg20937016,0.02666207784714234
cg08769356,0.014431467023039971
cg09692129,0.018679224206402105
cg14092337,0.016806462630020277
cg11390645,0.01730266072723512
cg04526124,0.02437466030862642
cg09307868,0.018176257541899905
cg19776520,0.019283569349771754
cg00878630,0.02759964830058621
cg23149492,0.02816617091324052
cg18875716,0.027433969016837645
cg07498606,0.0189235666046371
cg10107779,0.030676885908362934
cg09264906,0.03664902467300293
cg24224884,0.02354345479432457
cg13993802,0.01477578107431171
cg18530766,0.02182540046469274
cg16236394,0.02391948977846378
cg04791842,0.02569876610534922
cg08881067,0.027904532954024716
cg04689409,0.02031242649324463
cg23840562,0.025860832964802318
cg08553437,0.023446039574746246
cg14234805,0.014797037439002247
cg08124910,0.015854378724969215
cg02200491,0.022743260583500013
cg24971349,0.011889144225462573
cg06198451,0.022184245011608174
cg00964710,0.016988327092719156
cg24062754,0.021819769853969672
cg03017418,0.01997192734391001
cg08521321,0.03964909279675132
cg19224673,0.020273289506377204
cg06533200,0.015865320792867912
cg11233444,0.01931877327856229
